From;To;Type;Through;start_x;start_y;stop_x;stop_y;adjacency_rule_name;Comment
13396;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;VBC - P-China
13400;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Granada - P-India
13400;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Granada - P-Odessa
13400;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Granada - P-Europa
13400;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Granada - P-Africa
13400;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Granada - P-Australia
13400;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Granada - P-South America
13400;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Granada - P-North America
13400;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Granada - P-China
13460;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;ABQ - P-India
13460;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;ABQ - P-Odessa
13460;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;ABQ - P-Europa
13460;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;ABQ - P-Africa
13460;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;ABQ - P-Australia
13460;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;ABQ - P-South America
13460;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;ABQ - P-North America
13460;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;ABQ - P-China
13509;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Solomon - P-India
13509;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Solomon - P-Odessa
13509;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Solomon - P-Europa
13509;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Solomon - P-Africa
13509;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Solomon - P-Australia
13509;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Solomon - P-South America
13509;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Solomon - P-North America
13509;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Solomon - P-China
13389;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side3 - P-India
13389;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side3 - P-Odessa
13389;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side3 - P-Europa
13389;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side3 - P-Africa
13389;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side3 - P-Australia
13389;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side3 - P-South America
13389;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side3 - P-North America
13389;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side3 - P-China
13484;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side1 - P-India
13484;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side1 - P-Odessa
13484;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side1 - P-Europa
13484;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side1 - P-Africa
13484;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side1 - P-Australia
13484;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side1 - P-South America
13484;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side1 - P-North America
13484;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side1 - P-China
13263;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side2 - P-India
13263;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side2 - P-Odessa
13263;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side2 - P-Europa
13263;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side2 - P-Africa
13263;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side2 - P-Australia
13263;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side2 - P-South America
13263;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side2 - P-North America
13263;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side2 - P-China
13517;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side4 - P-India
13517;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side4 - P-Odessa
13517;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side4 - P-Europa
13517;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side4 - P-Africa
13517;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side4 - P-Australia
13517;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side4 - P-South America
13517;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side4 - P-North America
13517;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side4 - P-China
13432;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side5 - P-India
13432;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side5 - P-Odessa
13432;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side5 - P-Europa
13432;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side5 - P-Africa
13432;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side5 - P-Australia
13432;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side5 - P-South America
13432;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side5 - P-North America
13432;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side5 - P-China
13419;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side6 - P-India
13419;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side6 - P-Odessa
13419;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side6 - P-Europa
13419;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side6 - P-Africa
13419;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side6 - P-Australia
13419;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side6 - P-South America
13419;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side6 - P-North America
13419;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side6 - P-China
13494;13447;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side7 - P-India
13494;13441;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side7 - P-Odessa
13494;13434;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side7 - P-Europa
13494;13429;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side7 - P-Africa
13494;13428;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side7 - P-Australia
13494;13430;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side7 - P-South America
13494;13435;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side7 - P-North America
13494;13442;sea;;-1;-1;-1;-1;SPACE_SUPPLY_NETWORK;Side7 - P-China
-1;-1;;-1;-1;-1;-1;-1;-1
#Start province ID;End province ID;Adjacency type;Through province ID;Starting X position;Starting Y position;Ending X position;Ending Y position;Adjacency rule;Comment


